instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casual_daily,registered_daily,cnt_daily
154,2011-01-07,Springer,2011,January,16,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2121,0.37,0.1642,5,82,87,148,1362,1510
155,2011-01-07,Springer,2011,January,17,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2576,0.37,0.0,9,178,187,148,1362,1510
156,2011-01-07,Springer,2011,January,18,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.2273,0.4,0.0896,7,116,123,148,1362,1510
157,2011-01-07,Springer,2011,January,19,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.197,0.55,0.0896,3,92,95,148,1362,1510
158,2011-01-07,Springer,2011,January,20,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.18,0.2121,0.47,0.1045,1,50,51,148,1362,1510
159,2011-01-07,Springer,2011,January,21,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.18,0.197,0.47,0.1343,0,39,39,148,1362,1510
160,2011-01-07,Springer,2011,January,22,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.197,0.43,0.1642,2,34,36,148,1362,1510
161,2011-01-07,Springer,2011,January,23,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.197,0.51,0.1642,1,14,15,148,1362,1510
162,2011-01-08,Springer,2011,January,0,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.197,0.51,0.1642,1,24,25,68,891,959
163,2011-01-08,Springer,2011,January,1,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.2121,0.55,0.0896,1,15,16,68,891,959
164,2011-01-08,Springer,2011,January,2,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.2424,0.55,0.0,3,13,16,68,891,959
165,2011-01-08,Springer,2011,January,3,0,Saturday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.18,0.197,0.55,0.1642,0,7,7,68,891,959
166,2011-01-08,Springer,2011,January,4,0,Saturday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.18,0.197,0.55,0.1642,0,1,1,68,891,959
167,2011-01-08,Springer,2011,January,5,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1667,0.74,0.1642,0,5,5,68,891,959
168,2011-01-08,Springer,2011,January,6,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1667,0.74,0.1642,0,2,2,68,891,959
169,2011-01-08,Springer,2011,January,7,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1818,0.74,0.1045,1,8,9,68,891,959
170,2011-01-08,Springer,2011,January,8,0,Saturday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.1818,0.93,0.1045,0,15,15,68,891,959
171,2011-01-08,Springer,2011,January,9,0,Saturday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.1818,0.93,0.1045,0,20,20,68,891,959
172,2011-01-08,Springer,2011,January,10,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.197,0.8,0.1642,5,56,61,68,891,959
173,2011-01-08,Springer,2011,January,11,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.1818,0.69,0.3881,2,60,62,68,891,959
174,2011-01-08,Springer,2011,January,12,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.1818,0.59,0.3582,8,90,98,68,891,959
175,2011-01-08,Springer,2011,January,13,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1818,0.44,0.3284,7,95,102,68,891,959
176,2011-01-08,Springer,2011,January,14,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1667,0.32,0.4925,12,83,95,68,891,959
177,2011-01-08,Springer,2011,January,15,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1667,0.32,0.4478,5,69,74,68,891,959
178,2011-01-08,Springer,2011,January,16,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.18,0.1364,0.29,0.4478,8,68,76,68,891,959
179,2011-01-08,Springer,2011,January,17,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1212,0.37,0.5522,5,64,69,68,891,959
180,2011-01-08,Springer,2011,January,18,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1212,0.39,0.2985,3,52,55,68,891,959
181,2011-01-08,Springer,2011,January,19,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1212,0.36,0.2537,4,26,30,68,891,959
182,2011-01-08,Springer,2011,January,20,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1212,0.36,0.2537,0,28,28,68,891,959
183,2011-01-08,Springer,2011,January,21,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1061,0.39,0.3582,2,35,37,68,891,959
184,2011-01-08,Springer,2011,January,22,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1061,0.36,0.3881,1,33,34,68,891,959
185,2011-01-08,Springer,2011,January,23,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.0606,0.39,0.4478,0,22,22,68,891,959
186,2011-01-09,Springer,2011,January,0,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.0758,0.42,0.3881,1,24,25,54,768,822
187,2011-01-09,Springer,2011,January,1,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.0606,0.42,0.4627,0,12,12,54,768,822
188,2011-01-09,Springer,2011,January,2,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.0606,0.46,0.4627,0,11,11,54,768,822
189,2011-01-09,Springer,2011,January,3,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.0758,0.46,0.4179,0,4,4,54,768,822
190,2011-01-09,Springer,2011,January,4,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.08,0.0909,0.53,0.194,0,1,1,54,768,822
191,2011-01-09,Springer,2011,January,5,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.08,0.0909,0.53,0.194,0,1,1,54,768,822
192,2011-01-09,Springer,2011,January,6,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.0909,0.49,0.2836,0,1,1,54,768,822
193,2011-01-09,Springer,2011,January,7,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.08,0.0909,0.53,0.194,1,5,6,54,768,822
194,2011-01-09,Springer,2011,January,8,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.0909,0.49,0.2836,0,10,10,54,768,822
195,2011-01-09,Springer,2011,January,9,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.0758,0.46,0.5224,0,19,19,54,768,822
196,2011-01-09,Springer,2011,January,10,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1061,0.43,0.3881,0,49,49,54,768,822
197,2011-01-09,Springer,2011,January,11,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1212,0.4,0.5224,2,47,49,54,768,822
198,2011-01-09,Springer,2011,January,12,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.18,0.1364,0.37,0.4478,4,79,83,54,768,822
199,2011-01-09,Springer,2011,January,13,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1667,0.34,0.4478,6,69,75,54,768,822
200,2011-01-09,Springer,2011,January,14,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.1818,0.32,0.4627,8,64,72,54,768,822
201,2011-01-09,Springer,2011,January,15,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.197,0.35,0.3582,5,77,82,54,768,822
202,2011-01-09,Springer,2011,January,16,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1667,0.34,0.4478,13,79,92,54,768,822
203,2011-01-09,Springer,2011,January,17,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.18,0.1515,0.37,0.3881,3,59,62,54,768,822
204,2011-01-09,Springer,2011,January,18,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1364,0.4,0.3284,4,44,48,54,768,822
205,2011-01-09,Springer,2011,January,19,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1364,0.43,0.3284,1,40,41,54,768,822
206,2011-01-09,Springer,2011,January,20,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1212,0.46,0.2537,0,38,38,54,768,822
207,2011-01-09,Springer,2011,January,21,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1061,0.46,0.4179,1,19,20,54,768,822
208,2011-01-09,Springer,2011,January,22,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1212,0.46,0.2985,5,10,15,54,768,822
209,2011-01-09,Springer,2011,January,23,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1364,0.5,0.194,0,6,6,54,768,822
210,2011-01-10,Springer,2011,January,0,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1212,0.5,0.2836,2,3,5,41,1280,1321
211,2011-01-10,Springer,2011,January,1,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1212,0.5,0.2836,1,0,1,41,1280,1321
212,2011-01-10,Springer,2011,January,2,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1212,0.5,0.2239,0,3,3,41,1280,1321
213,2011-01-10,Springer,2011,January,3,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1212,0.5,0.2239,0,1,1,41,1280,1321
214,2011-01-10,Springer,2011,January,4,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.1212,0.54,0.1343,1,2,3,41,1280,1321
215,2011-01-10,Springer,2011,January,5,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.1,0.1061,0.54,0.2537,0,3,3,41,1280,1321
216,2011-01-10,Springer,2011,January,6,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1212,0.5,0.2836,0,31,31,41,1280,1321
217,2011-01-10,Springer,2011,January,7,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1212,0.5,0.2239,2,75,77,41,1280,1321
218,2011-01-10,Springer,2011,January,8,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.12,0.1212,0.5,0.2836,4,184,188,41,1280,1321
219,2011-01-10,Springer,2011,January,9,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.14,0.1212,0.5,0.2537,2,92,94,41,1280,1321
220,2011-01-10,Springer,2011,January,10,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.14,0.1212,0.5,0.2985,0,31,31,41,1280,1321
221,2011-01-10,Springer,2011,January,11,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1364,0.47,0.2836,2,28,30,41,1280,1321
222,2011-01-10,Springer,2011,January,12,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.1818,0.4,0.2836,5,47,52,41,1280,1321
223,2011-01-10,Springer,2011,January,13,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.1818,0.4,0.2836,4,50,54,41,1280,1321
224,2011-01-10,Springer,2011,January,14,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.197,0.4,0.2239,0,47,47,41,1280,1321
225,2011-01-10,Springer,2011,January,15,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.197,0.4,0.2239,2,43,45,41,1280,1321
226,2011-01-10,Springer,2011,January,16,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.2121,0.4,0.1343,4,70,74,41,1280,1321
227,2011-01-10,Springer,2011,January,17,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.2273,0.4,0.1045,4,174,178,41,1280,1321
228,2011-01-10,Springer,2011,January,18,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.197,0.4,0.2239,1,154,155,41,1280,1321
229,2011-01-10,Springer,2011,January,19,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1667,0.47,0.1642,3,92,95,41,1280,1321
230,2011-01-10,Springer,2011,January,20,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1667,0.5,0.1642,1,73,74,41,1280,1321
231,2011-01-10,Springer,2011,January,21,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1364,0.59,0.194,1,37,38,41,1280,1321
232,2011-01-10,Springer,2011,January,22,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1515,0.59,0.1642,2,22,24,41,1280,1321
233,2011-01-10,Springer,2011,January,23,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1515,0.59,0.1642,0,18,18,41,1280,1321
234,2011-01-11,Springer,2011,January,0,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1667,0.59,0.1045,2,10,12,43,1220,1263
235,2011-01-11,Springer,2011,January,1,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1515,0.59,0.1642,0,3,3,43,1220,1263
236,2011-01-11,Springer,2011,January,2,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1515,0.55,0.194,0,3,3,43,1220,1263
237,2011-01-11,Springer,2011,January,5,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1818,0.55,0.1343,0,6,6,43,1220,1263
238,2011-01-11,Springer,2011,January,6,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1818,0.55,0.1343,0,27,27,43,1220,1263
239,2011-01-11,Springer,2011,January,7,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.2273,0.55,0.0,2,97,99,43,1220,1263
240,2011-01-11,Springer,2011,January,8,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.2121,0.51,0.0896,3,214,217,43,1220,1263
241,2011-01-11,Springer,2011,January,9,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.197,0.51,0.1642,3,127,130,43,1220,1263
242,2011-01-11,Springer,2011,January,10,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2121,0.51,0.1642,3,51,54,43,1220,1263
243,2011-01-11,Springer,2011,January,11,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2121,0.47,0.1343,4,31,35,43,1220,1263
244,2011-01-11,Springer,2011,January,12,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2273,0.51,0.1045,2,55,57,43,1220,1263
245,2011-01-11,Springer,2011,January,13,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2273,0.59,0.0896,6,46,52,43,1220,1263
246,2011-01-11,Springer,2011,January,14,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2273,0.59,0.0896,3,60,63,43,1220,1263
247,2011-01-11,Springer,2011,January,15,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.197,0.8,0.0896,2,45,47,43,1220,1263
248,2011-01-11,Springer,2011,January,16,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1515,0.86,0.2239,4,72,76,43,1220,1263
249,2011-01-11,Springer,2011,January,17,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1515,0.86,0.2239,6,130,136,43,1220,1263
250,2011-01-11,Springer,2011,January,18,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.1818,0.93,0.1045,1,94,95,43,1220,1263
251,2011-01-11,Springer,2011,January,19,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.2273,0.93,0.0,0,51,51,43,1220,1263
252,2011-01-11,Springer,2011,January,20,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.1515,0.93,0.194,0,32,32,43,1220,1263
253,2011-01-11,Springer,2011,January,21,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.197,0.86,0.0896,0,20,20,43,1220,1263
254,2011-01-11,Springer,2011,January,22,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.1818,0.93,0.1045,1,28,29,43,1220,1263
255,2011-01-11,Springer,2011,January,23,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.197,0.93,0.0896,1,18,19,43,1220,1263
256,2011-01-12,Springer,2011,January,0,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.197,0.86,0.0896,0,7,7,25,1137,1162
257,2011-01-12,Springer,2011,January,1,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1818,0.86,0.1045,0,6,6,25,1137,1162
258,2011-01-12,Springer,2011,January,2,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1515,0.86,0.1343,0,1,1,25,1137,1162
259,2011-01-12,Springer,2011,January,5,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1515,0.86,0.1642,0,5,5,25,1137,1162
260,2011-01-12,Springer,2011,January,6,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1515,0.93,0.1343,0,16,16,25,1137,1162
261,2011-01-12,Springer,2011,January,7,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1515,0.69,0.1343,0,54,54,25,1137,1162
262,2011-01-12,Springer,2011,January,8,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1667,0.59,0.1642,3,125,128,25,1137,1162
263,2011-01-12,Springer,2011,January,9,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1364,0.59,0.3284,3,78,81,25,1137,1162
264,2011-01-12,Springer,2011,January,10,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.18,0.1818,0.55,0.2239,0,39,39,25,1137,1162
265,2011-01-12,Springer,2011,January,11,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1818,0.51,0.3881,3,32,35,25,1137,1162
266,2011-01-12,Springer,2011,January,12,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1515,0.47,0.5821,3,52,55,25,1137,1162
267,2011-01-12,Springer,2011,January,13,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.197,0.44,0.3582,0,49,49,25,1137,1162
268,2011-01-12,Springer,2011,January,14,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1818,0.47,0.3284,0,44,44,25,1137,1162
269,2011-01-12,Springer,2011,January,15,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1667,0.47,0.4179,1,48,49,25,1137,1162
270,2011-01-12,Springer,2011,January,16,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.197,0.44,0.3284,5,63,68,25,1137,1162
271,2011-01-12,Springer,2011,January,17,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1818,0.47,0.3582,0,139,139,25,1137,1162
272,2011-01-12,Springer,2011,January,18,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1515,0.47,0.5224,2,135,137,25,1137,1162
273,2011-01-12,Springer,2011,January,19,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.18,0.1515,0.47,0.4179,1,82,83,25,1137,1162
274,2011-01-12,Springer,2011,January,20,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1364,0.5,0.3284,2,54,56,25,1137,1162
275,2011-01-12,Springer,2011,January,21,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1364,0.55,0.3284,0,57,57,25,1137,1162
276,2011-01-12,Springer,2011,January,22,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1212,0.55,0.4478,1,32,33,25,1137,1162
277,2011-01-12,Springer,2011,January,23,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1061,0.59,0.4179,1,19,20,25,1137,1162
278,2011-01-13,Springer,2011,January,0,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1212,0.59,0.2836,1,6,7,38,1368,1406
279,2011-01-13,Springer,2011,January,1,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1212,0.5,0.2836,0,2,2,38,1368,1406
280,2011-01-13,Springer,2011,January,2,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1212,0.5,0.3582,0,2,2,38,1368,1406
281,2011-01-13,Springer,2011,January,3,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1212,0.5,0.3284,0,3,3,38,1368,1406
282,2011-01-13,Springer,2011,January,4,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1212,0.5,0.2537,0,4,4,38,1368,1406
283,2011-01-13,Springer,2011,January,5,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1212,0.5,0.2985,0,3,3,38,1368,1406
284,2011-01-13,Springer,2011,January,6,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1515,0.54,0.1343,0,28,28,38,1368,1406
285,2011-01-13,Springer,2011,January,7,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.12,0.1515,0.54,0.1343,0,72,72,38,1368,1406
286,2011-01-13,Springer,2011,January,8,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1364,0.5,0.194,5,197,202,38,1368,1406
287,2011-01-13,Springer,2011,January,9,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.14,0.1212,0.5,0.3284,2,137,139,38,1368,1406
288,2011-01-13,Springer,2011,January,10,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1364,0.5,0.3582,2,36,38,38,1368,1406
289,2011-01-13,Springer,2011,January,11,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.1667,0.44,0.4478,4,33,37,38,1368,1406
290,2011-01-13,Springer,2011,January,12,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1667,0.44,0.4179,3,49,52,38,1368,1406
291,2011-01-13,Springer,2011,January,13,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.197,0.41,0.4478,2,81,83,38,1368,1406
292,2011-01-13,Springer,2011,January,14,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.197,0.41,0.3881,3,39,42,38,1368,1406
293,2011-01-13,Springer,2011,January,15,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.24,0.2121,0.38,0.2985,5,55,60,38,1368,1406
294,2011-01-13,Springer,2011,January,16,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.24,0.2121,0.38,0.3582,2,76,78,38,1368,1406
295,2011-01-13,Springer,2011,January,17,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1818,0.4,0.2836,4,158,162,38,1368,1406
296,2011-01-13,Springer,2011,January,18,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.1818,0.4,0.3284,3,141,144,38,1368,1406
297,2011-01-13,Springer,2011,January,19,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.16,0.1515,0.47,0.2537,1,98,99,38,1368,1406
